1.000000000000000666e+00,1.314053033052431374e-16,3.469446951953614189e-18,-2.970713952610282149e-17,2.211772431870429045e-17,2.602085213965210642e-17,1.127570259384924611e-17,-1.040834085586084257e-17,9.107298248878237246e-17,-3.014082039509702327e-17,5.204170427930421283e-17,-4.250072516143177381e-17
1.314053033052431374e-16,9.999999999999997780e-01,1.908195823574487804e-17,3.252606517456513302e-17,-3.469446951953614189e-18,2.341876692568689577e-17,6.071532165918824830e-18,-2.949029909160572061e-17,-1.040834085586084257e-17,-1.604619215278546562e-17,-6.938893903907228378e-18,2.949029909160572061e-17
3.469446951953614189e-18,1.908195823574487804e-17,9.999999999999996669e-01,4.987329993433320396e-17,-9.844555726168380261e-17,2.732189474663471174e-17,-4.553649124439118623e-17,-2.862293735361731706e-17,5.160802341031001106e-17,-9.020562075079396891e-17,-4.510281037539698445e-17,-2.341876692568689577e-17
-2.970713952610282149e-17,3.252606517456513302e-17,4.987329993433320396e-17,1.000000000000000000e+00,2.710505431213761085e-17,1.084202172485504434e-18,-2.211772431870429045e-17,-7.025630077706068732e-17,-5.095750210681870840e-17,6.201636426617085363e-17,-2.168404344971008868e-18,-1.994931997373328159e-17
2.211772431870429045e-17,-3.469446951953614189e-18,-9.844555726168380261e-17,2.710505431213761085e-17,1.000000000000000222e+00,8.239936510889833698e-18,2.602085213965210642e-18,2.949029909160572061e-17,4.336808689942017736e-18,-1.301042606982605321e-18,1.170938346284344789e-17,3.295974604355933479e-17
2.602085213965210642e-17,2.341876692568689577e-17,2.732189474663471174e-17,1.084202172485504434e-18,8.239936510889833698e-18,1.000000000000000000e+00,-4.336808689942017736e-18,5.160802341031001106e-17,6.071532165918824830e-17,-3.816391647148975608e-17,-4.336808689942017736e-18,-6.678685382510707313e-17
1.127570259384924611e-17,6.071532165918824830e-18,-4.553649124439118623e-17,-2.211772431870429045e-17,2.602085213965210642e-18,-4.336808689942017736e-18,9.999999999999992228e-01,9.974659986866640793e-18,-2.168404344971008868e-17,-4.531965080989408534e-17,1.647987302177966740e-17,-1.023486850826316186e-16
-1.040834085586084257e-17,-2.949029909160572061e-17,-2.862293735361731706e-17,-7.025630077706068732e-17,2.949029909160572061e-17,5.160802341031001106e-17,9.974659986866640793e-18,1.000000000000000444e+00,-2.602085213965210642e-17,3.361026734705063745e-17,1.301042606982605321e-18,-2.125036258071588691e-17
9.107298248878237246e-17,-1.040834085586084257e-17,5.160802341031001106e-17,-5.095750210681870840e-17,4.336808689942017736e-18,6.071532165918824830e-17,-2.168404344971008868e-17,-2.602085213965210642e-17,1.000000000000000888e+00,3.642919299551294898e-17,-1.301042606982605321e-18,1.734723475976807094e-17
-3.014082039509702327e-17,-1.604619215278546562e-17,-9.020562075079396891e-17,6.201636426617085363e-17,-1.301042606982605321e-18,-3.816391647148975608e-17,-4.531965080989408534e-17,3.361026734705063745e-17,3.642919299551294898e-17,1.000000000000000444e+00,3.035766082959412415e-18,2.992397996059992238e-17
5.204170427930421283e-17,-6.938893903907228378e-18,-4.510281037539698445e-17,-2.168404344971008868e-18,1.170938346284344789e-17,-4.336808689942017736e-18,1.647987302177966740e-17,1.301042606982605321e-18,-1.301042606982605321e-18,3.035766082959412415e-18,1.000000000000000000e+00,-2.775557561562891351e-17
-4.250072516143177381e-17,2.949029909160572061e-17,-2.341876692568689577e-17,-1.994931997373328159e-17,3.295974604355933479e-17,-6.678685382510707313e-17,-1.023486850826316186e-16,-2.125036258071588691e-17,1.734723475976807094e-17,2.992397996059992238e-17,-2.775557561562891351e-17,1.000000000000000444e+00
